id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
220;data_gathering;requests;1566422264.8353531;-0.0020606517791748047;http://dr.dk/nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11524a2e8>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
221;data_gathering;requests;1566422265.34739;-0.003269195556640625;http://dr.dk/nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114ceb7f0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
222;data_gathering;requests;1566422265.8530738;-0.0032601356506347656;http://dr.dk/nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11524a4e0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
223;data_gathering;requests;1566422267.5359201;-0.9577338695526123;http://dr.dk/nyheder/indland/syriske-flygtninge-vil-besaette-ambassade;https://www.dr.dk/nyheder/indland/syriske-flygtninge-vil-besaette-ambassade;34099;200;True;
224;data_gathering;requests;1566422270.548882;-0.9177157878875732;http://dr.dk/nyheder/politik/asylpolitik-skaber-intern-splid-i-regeringen;https://www.dr.dk/nyheder/politik/asylpolitik-skaber-intern-splid-i-regeringen;34014;200;True;
225;data_gathering;requests;1566422273.136872;-1.05544114112854;http://dr.dk/nyheder/politik/s-borgmesteren-har-en-forfejlet-opfattelse-af-asylcentre;https://www.dr.dk/nyheder/politik/s-borgmesteren-har-en-forfejlet-opfattelse-af-asylcentre;31685;200;True;
226;data_gathering;requests;1566422276.034574;-0.8228170871734619;http://dr.dk/nyheder/politik/ekspert-politik-betyder-intet-asylhop;https://www.dr.dk/nyheder/politik/ekspert-politik-betyder-intet-asylhop;34249;200;True;
227;data_gathering;requests;1566422278.5532858;-0.7345771789550781;http://dr.dk/nyheder/politik/konservative-er-forundret-over-asylloesning;https://www.dr.dk/nyheder/politik/konservative-er-forundret-over-asylloesning;34855;200;True;
228;data_gathering;requests;1566422281.520776;-0.7467460632324219;http://dr.dk/nyheder/politik/minister-fortav-irakisk-aftalebrud;https://www.dr.dk/nyheder/politik/minister-fortav-irakisk-aftalebrud;32680;200;True;
229;data_gathering;requests;1566422284.021903;-0.8339338302612305;http://dr.dk/nyheder/indland/kirke-iranere-indtager-kommunens-lokaler;https://www.dr.dk/nyheder/indland/kirke-iranere-indtager-kommunens-lokaler;32282;200;True;
230;data_gathering;requests;1566422286.653374;-0.8831679821014404;http://dr.dk/nyheder/indland/organisation-opgiver-hjaelp-til-kirke-iranere;https://www.dr.dk/nyheder/indland/organisation-opgiver-hjaelp-til-kirke-iranere;31450;200;True;
231;data_gathering;requests;1566422289.9037519;-0.7672650814056396;http://dr.dk/nyheder/udland/asylansoegerboern-skal-have-saerbehandling;https://www.dr.dk/nyheder/udland/asylansoegerboern-skal-have-saerbehandling;30905;200;True;
232;data_gathering;requests;1566422292.374329;-0.7376358509063721;http://dr.dk/nyheder/indland/iranere-faar-lov-til-blive-i-kirke;https://www.dr.dk/nyheder/indland/iranere-faar-lov-til-blive-i-kirke;34253;200;True;
233;data_gathering;requests;1566422294.903297;-0.8037829399108887;http://dr.dk/nyheder/indland/iranere-i-kirke-skal-stoppe-sultestrejke;https://www.dr.dk/nyheder/indland/iranere-i-kirke-skal-stoppe-sultestrejke;27239;200;True;
234;data_gathering;requests;1566422297.25821;-1.103611946105957;http://dr.dk/nyheder/politik/mere-end-dobbelt-saa-mange-soeger-asyl-i-danmark;https://www.dr.dk/nyheder/politik/mere-end-dobbelt-saa-mange-soeger-asyl-i-danmark;32197;200;True;
235;data_gathering;requests;1566422300.474473;-0.8226139545440674;http://dr.dk/nyheder/indland/nye-asylcentre-aabner-paa-stribe;https://www.dr.dk/nyheder/indland/nye-asylcentre-aabner-paa-stribe;30986;200;True;
236;data_gathering;requests;1566422303.770297;-1.5621881484985352;http://dr.dk/nyheder/indland/presset-stiger-fortsat-paa-asylsystemet;https://www.dr.dk/nyheder/indland/presset-stiger-fortsat-paa-asylsystemet;32143;200;True;
237;data_gathering;requests;1566422307.303034;-0.7854228019714355;http://dr.dk/nyheder/indland/20000-kr-rejse-frivilligt-hjem;https://www.dr.dk/nyheder/indland/20000-kr-rejse-frivilligt-hjem;26741;200;True;
238;data_gathering;requests;1566422310.0873652;-1.05061674118042;http://dr.dk/nyheder/indland/25-indsatte-sultestrejker-i-asylfaengsel;https://www.dr.dk/nyheder/indland/25-indsatte-sultestrejker-i-asylfaengsel;31643;200;True;
239;data_gathering;requests;1566422313.27426;-1.14009690284729;http://dr.dk/nyheder/indland/sultestrejkende-iranere-faar-ny-frist;https://www.dr.dk/nyheder/indland/sultestrejkende-iranere-faar-ny-frist;28061;200;True;
240;data_gathering;requests;1566422375.509022;-0.24159693717956543;http://dr.dk/nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist;;0;;False;('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))
241;data_gathering;requests;1566422376.262252;-0.0023081302642822266;http://dr.dk/nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x115020860>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
242;data_gathering;requests;1566422376.76662;-0.0032911300659179688;http://dr.dk/nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x115020470>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
243;data_gathering;requests;1566422377.27919;-0.0032808780670166016;http://dr.dk/nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x115020710>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
244;data_gathering;requests;1566422377.7834182;-0.003275632858276367;http://dr.dk/nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1150209e8>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
245;data_gathering;requests;1566422380.162246;-1.0706100463867188;http://dr.dk/nyheder/indland/koebenhavn-venter-med-smide-iranere-ud;https://www.dr.dk/nyheder/indland/koebenhavn-venter-med-smide-iranere-ud;32504;200;True;
246;data_gathering;requests;1566422383.1512508;-0.892794132232666;http://dr.dk/nyheder/udland/40000-flere-soegte-om-asyl-i-eu-sidste-aar;https://www.dr.dk/nyheder/udland/40000-flere-soegte-om-asyl-i-eu-sidste-aar;31887;200;True;
247;data_gathering;requests;1566422386.46594;-0.7759499549865723;http://dr.dk/nyheder/indland/domstol-stopper-tvangsudsendelser-igen;https://www.dr.dk/nyheder/indland/domstol-stopper-tvangsudsendelser-igen;31328;200;True;
248;data_gathering;requests;1566422389.460306;-0.728585958480835;http://dr.dk/nyheder/udland/norsk-politi-oensker-indgreb-mod-asylsoegere;https://www.dr.dk/nyheder/udland/norsk-politi-oensker-indgreb-mod-asylsoegere;31025;200;True;
249;data_gathering;requests;1566422391.9256299;-0.8668942451477051;http://dr.dk/nyheder/politik/enhedslisten-kraever-asylloefte-holdt;https://www.dr.dk/nyheder/politik/enhedslisten-kraever-asylloefte-holdt;31830;200;True;
250;data_gathering;requests;1566422394.900351;-0.7967748641967773;http://dr.dk/nyheder/indland/ros-hurtigere-asylbehandling;https://www.dr.dk/nyheder/indland/ros-hurtigere-asylbehandling;29906;200;True;
251;data_gathering;requests;1566422398.150631;-0.8636839389801025;http://dr.dk/nyheder/udland/juleoeen-rammes-af-tragedie-paa-havet;https://www.dr.dk/nyheder/udland/juleoeen-rammes-af-tragedie-paa-havet;30845;200;True;
252;data_gathering;requests;1566422401.095368;-0.7656221389770508;http://dr.dk/nyheder/indland/domstol-bremser-155-danske-udvisninger;https://www.dr.dk/nyheder/indland/domstol-bremser-155-danske-udvisninger;30027;200;True;
253;data_gathering;requests;1566422404.267474;-0.8714432716369629;http://dr.dk/nyheder/indland/21-aarig-er-skyldig-i-sexoverfald-ved-kirke;https://www.dr.dk/nyheder/indland/21-aarig-er-skyldig-i-sexoverfald-ved-kirke;31337;200;True;
254;data_gathering;requests;1566422407.541558;-0.9769439697265625;http://dr.dk/nyheder/politik/radikal-borgmester-gaar-imod-regeringens-politik;https://www.dr.dk/nyheder/politik/radikal-borgmester-gaar-imod-regeringens-politik;31139;200;True;
255;data_gathering;requests;1566422410.6839292;-0.9073338508605957;http://dr.dk/nyheder/indland/19-aarig-faengslet-sexoverfald;https://www.dr.dk/nyheder/indland/19-aarig-faengslet-sexoverfald;31090;200;True;
256;data_gathering;requests;1566422413.317611;-0.8338391780853271;http://dr.dk/nyheder/kultur/roskilde-festival-er-ekstra-socialpolitisk-i-aar;https://www.dr.dk/nyheder/kultur/roskilde-festival-er-ekstra-socialpolitisk-i-aar;34606;200;True;
257;data_gathering;requests;1566422415.900983;-1.050912857055664;http://dr.dk/nyheder/politik/regeringen-praesenterer-asylplan;https://www.dr.dk/nyheder/politik/regeringen-praesenterer-asylplan;32302;200;True;
258;data_gathering;requests;1566422418.610986;-0.7630898952484131;http://dr.dk/nyheder/somaliske-flygtninge-i-koe-ved-graensen;https://www.dr.dk/nyheder/somaliske-flygtninge-i-koe-ved-graensen;34232;200;True;
259;data_gathering;requests;1566422421.416331;-1.0336461067199707;http://dr.dk/nyheder/indland/dansk-flygtningehjaelp-dom-boer-ogsaa-gaelde-i-danmark;https://www.dr.dk/nyheder/indland/dansk-flygtningehjaelp-dom-boer-ogsaa-gaelde-i-danmark;35927;200;True;
260;data_gathering;requests;1566422424.484436;-1.2401468753814697;http://dr.dk/nyheder/indland/roede-kors-flygtningesager-boer-behandles-i-danmark;https://www.dr.dk/nyheder/indland/roede-kors-flygtningesager-boer-behandles-i-danmark;35097;200;True;
261;data_gathering;requests;1566422427.2508411;-2.0550689697265625;http://dr.dk/nyheder/indland/baggrund-asyl-sagen-i-belgien;https://www.dr.dk/nyheder/indland/baggrund-asyl-sagen-i-belgien;31931;200;True;
262;data_gathering;requests;1566422431.2679129;-71.99810910224915;http://dr.dk/nyheder/indland/danmark-kan-sende-afviste-tamiler-hjem;https://www.dr.dk/nyheder/indland/danmark-kan-sende-afviste-tamiler-hjem;30085;200;True;
263;data_gathering;requests;1566422505.334115;-0.042678117752075195;http://dr.dk/nyheder/indland/politiet-afviser-kritik-i-asylsag;;0;;False;('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))
264;data_gathering;requests;1566422505.8876438;-0.8173892498016357;http://dr.dk/nyheder/indland/politiet-afviser-kritik-i-asylsag;https://www.dr.dk/nyheder/indland/politiet-afviser-kritik-i-asylsag;31420;200;True;
265;data_gathering;requests;1566422509.128095;-0.793391227722168;http://dr.dk/nyheder/indland/domstol-bremser-endnu-34-tvangsudsendelser;https://www.dr.dk/nyheder/indland/domstol-bremser-endnu-34-tvangsudsendelser;32045;200;True;
266;data_gathering;requests;1566422512.087981;-0.9264180660247803;http://dr.dk/nyheder/indland/kosovoalbaner-skyldig-i-asyldrab;https://www.dr.dk/nyheder/indland/kosovoalbaner-skyldig-i-asyldrab;27818;200;True;
267;data_gathering;requests;1566422514.743396;-1.2088961601257324;http://dr.dk/nyheder/indland/flygtninge-returneres-igen-til-graekenland;https://www.dr.dk/nyheder/indland/flygtninge-returneres-igen-til-graekenland;30766;200;True;
268;data_gathering;requests;1566422518.10128;-0.7216050624847412;http://dr.dk/nyheder/udland/menneskelig-tragedie-i-athen;https://www.dr.dk/nyheder/udland/menneskelig-tragedie-i-athen;37853;200;True;
269;data_gathering;requests;1566422520.715573;-0.7333939075469971;http://dr.dk/nyheder/udland/danmark-blandt-de-lande-der-oftest-siger-ja-til-asyl;https://www.dr.dk/nyheder/udland/danmark-blandt-de-lande-der-oftest-siger-ja-til-asyl;32020;200;True;
270;data_gathering;requests;1566422523.268034;-0.8585429191589355;http://dr.dk/nyheder/indland/amnesty-send-ikke-folk-til-graekenland;https://www.dr.dk/nyheder/indland/amnesty-send-ikke-folk-til-graekenland;28644;200;True;
271;data_gathering;requests;1566422526.3177621;-0.8803098201751709;http://dr.dk/nyheder/regionale/nordjylland/asylcenter-er-en-realitet-i-rebild;https://www.dr.dk/nyheder/regionale/nordjylland/asylcenter-er-en-realitet-i-rebild;26619;200;True;
272;data_gathering;requests;1566422528.9011142;-0.7944939136505127;http://dr.dk/nyheder/indland/det-er-haardt-leve-i-uvished;https://www.dr.dk/nyheder/indland/det-er-haardt-leve-i-uvished;30264;200;True;
273;data_gathering;requests;1566422531.74478;-0.9058558940887451;http://dr.dk/nyheder/udland/flere-afghanere-faar-asyl-i-sverige;https://www.dr.dk/nyheder/udland/flere-afghanere-faar-asyl-i-sverige;31574;200;True;
274;data_gathering;requests;1566422534.788975;-1.7289791107177734;http://dr.dk/nyheder/indland/graesk-ambassade-taet-paa-humanitaer-krise;https://www.dr.dk/nyheder/indland/graesk-ambassade-taet-paa-humanitaer-krise;32300;200;True;
275;data_gathering;requests;1566422538.1181052;-1.0614068508148193;http://dr.dk/nyheder/indland/asylpraktik-daekker-over-ulovligt-arbejde;https://www.dr.dk/nyheder/indland/asylpraktik-daekker-over-ulovligt-arbejde;30614;200;True;
276;data_gathering;requests;1566422599.8499131;-0.14601778984069824;http://dr.dk/nyheder/indland/dansetyve-huserer-i-nattelivet;;0;;False;('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))
277;data_gathering;requests;1566422600.505044;-0.003323793411254883;http://dr.dk/nyheder/indland/dansetyve-huserer-i-nattelivet;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/dansetyve-huserer-i-nattelivet (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114dd30b8>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
278;data_gathering;requests;1566422601.013438;-0.0033159255981445312;http://dr.dk/nyheder/indland/dansetyve-huserer-i-nattelivet;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/dansetyve-huserer-i-nattelivet (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114dd3198>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
279;data_gathering;requests;1566422601.5266821;-0.003774881362915039;http://dr.dk/nyheder/indland/dansetyve-huserer-i-nattelivet;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/dansetyve-huserer-i-nattelivet (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114dd3128>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
280;data_gathering;requests;1566422602.0341902;-0.0037467479705810547;http://dr.dk/nyheder/indland/dansetyve-huserer-i-nattelivet;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/indland/dansetyve-huserer-i-nattelivet (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114dd3208>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
281;data_gathering;requests;1566422604.496898;-0.7858750820159912;http://dr.dk/nyheder/indland/danmark-bryder-menneskerettighederne-systematisk;https://www.dr.dk/nyheder/indland/danmark-bryder-menneskerettighederne-systematisk;35225;200;True;
282;data_gathering;requests;1566422607.757601;-0.6748528480529785;http://dr.dk/nyheder/indland/frikendt-skaffe-job-til-afviste-asylsansoegere;https://www.dr.dk/nyheder/indland/frikendt-skaffe-job-til-afviste-asylsansoegere;29712;200;True;
283;data_gathering;requests;1566422610.7303839;-0.7513301372528076;http://dr.dk/nyheder/indland/advokat-retten-i-hilleroed-er-ren-teater;https://www.dr.dk/nyheder/indland/advokat-retten-i-hilleroed-er-ren-teater;31367;200;True;
284;data_gathering;requests;1566422613.272119;-0.8589129447937012;http://dr.dk/nyheder/indland/roede-kors-graesk-asylsystem-brudt-sammen;https://www.dr.dk/nyheder/indland/roede-kors-graesk-asylsystem-brudt-sammen;31819;200;True;
285;data_gathering;requests;1566422615.9058108;-0.8872823715209961;http://dr.dk/nyheder/udland/norske-asylsoegere-skal-se-homofilm;https://www.dr.dk/nyheder/udland/norske-asylsoegere-skal-se-homofilm;29095;200;True;
286;data_gathering;requests;1566422619.159744;-0.7227687835693359;http://dr.dk/nyheder/indland/asylbureau-doemt-i-byretten;https://www.dr.dk/nyheder/indland/asylbureau-doemt-i-byretten;32128;200;True;
287;data_gathering;requests;1566422622.007018;-0.7251179218292236;http://dr.dk/nyheder/indland/politiet-undsiger-hurtigere-udvisning;https://www.dr.dk/nyheder/indland/politiet-undsiger-hurtigere-udvisning;31460;200;True;
288;data_gathering;requests;1566422624.797547;-0.8028638362884521;http://dr.dk/nyheder/politik/birthe-roenn-fastholder-asylpolitik;https://www.dr.dk/nyheder/politik/birthe-roenn-fastholder-asylpolitik;33114;200;True;
289;data_gathering;requests;1566422627.247274;-0.9318530559539795;http://dr.dk/nyheder/indland/et-aar-efter-rydningen-af-brorsonskirken;https://www.dr.dk/nyheder/indland/et-aar-efter-rydningen-af-brorsonskirken;45854;200;True;
290;data_gathering;requests;1566422630.113996;-0.8100721836090088;http://dr.dk/nyheder/indland/flygtninge-sendes-til-kraenkelser-i-graekenland;https://www.dr.dk/nyheder/indland/flygtninge-sendes-til-kraenkelser-i-graekenland;34868;200;True;
291;data_gathering;requests;1566422633.364355;-0.7386009693145752;http://dr.dk/nyheder/indland/kirkeasyl-nedlaegger-sig-selv;https://www.dr.dk/nyheder/indland/kirkeasyl-nedlaegger-sig-selv;31798;200;True;
292;data_gathering;requests;1566422636.116226;-0.855086088180542;http://dr.dk/nyheder/politik/fakta-saa-mange-syrere-soeger-om-asyl-i-danmark;https://www.dr.dk/nyheder/politik/fakta-saa-mange-syrere-soeger-om-asyl-i-danmark;27944;200;True;
293;data_gathering;requests;1566422638.5291488;-0.8446400165557861;http://dr.dk/nyheder/indland/udlaendingestyrelsen-stort-asylpres-lige-nu;https://www.dr.dk/nyheder/indland/udlaendingestyrelsen-stort-asylpres-lige-nu;33601;200;True;
294;data_gathering;requests;1566422641.447795;-0.9865760803222656;http://dr.dk/nyheder/regionale/syd/boom-i-syrere-ved-graensen;https://www.dr.dk/nyheder/regionale/syd/boom-i-syrere-ved-graensen;31968;200;True;
295;data_gathering;requests;1566422644.3964648;-0.8652300834655762;http://dr.dk/nyheder/politik/regeringen-presser-gronlaendere;https://www.dr.dk/nyheder/politik/regeringen-presser-gronlaendere;32685;200;True;
296;data_gathering;requests;1566422647.164417;-0.9626030921936035;http://dr.dk/nyheder/indland/praesteaktion-irakere-var-ok;https://www.dr.dk/nyheder/indland/praesteaktion-irakere-var-ok;27927;200;True;
297;data_gathering;requests;1566422650.109617;-1.0923418998718262;http://dr.dk/nyheder/politik/s-vil-stramme-kursen-over-afviste-asylsoegere;https://www.dr.dk/nyheder/politik/s-vil-stramme-kursen-over-afviste-asylsoegere;34661;200;True;
298;data_gathering;requests;1566422711.740865;-0.18572998046875;http://dr.dk/nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse;;0;;False;('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))
299;data_gathering;requests;1566422712.433333;-0.0021820068359375;http://dr.dk/nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114ceb940>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
300;data_gathering;requests;1566422712.945791;-0.001965045928955078;http://dr.dk/nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114ceb080>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
301;data_gathering;requests;1566422713.457909;-0.0036199092864990234;http://dr.dk/nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114ceb898>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
302;data_gathering;requests;1566422713.96649;-0.003262042999267578;http://dr.dk/nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse;;0;;False;HTTPConnectionPool(host='dr.dk', port=80): Max retries exceeded with url: /nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x114cebcc0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
303;data_gathering;requests;1566422715.802712;-0.8358910083770752;http://dr.dk/nyheder/politik/k-kriminelle-skal-hurtigere-smides-ud;https://www.dr.dk/nyheder/politik/k-kriminelle-skal-hurtigere-smides-ud;28659;200;True;
304;data_gathering;requests;1566422718.5724092;-0.8514349460601807;http://dr.dk/nyheder/indland/derfor-er-de-danske-asylcentre-pressede;https://www.dr.dk/nyheder/indland/derfor-er-de-danske-asylcentre-pressede;33237;200;True;
305;data_gathering;requests;1566422721.483605;-0.8451311588287354;http://dr.dk/nyheder/indland/danmark-vil-hente-tvangsudvist-tilbage;https://www.dr.dk/nyheder/indland/danmark-vil-hente-tvangsudvist-tilbage;34835;200;True;
306;data_gathering;requests;1566422724.650321;-1.0174760818481445;http://dr.dk/nyheder/politik/df-stop-alle-asylsoegere-til-danmark;https://www.dr.dk/nyheder/politik/df-stop-alle-asylsoegere-til-danmark;32219;200;True;
307;data_gathering;requests;1566422728.117455;-0.8105518817901611;http://dr.dk/nyheder/politik/flygtninge-kan-ryge-ud-og-ind-af-asylcentre;https://www.dr.dk/nyheder/politik/flygtninge-kan-ryge-ud-og-ind-af-asylcentre;32171;200;True;
308;data_gathering;requests;1566422730.672928;-0.8126378059387207;http://dr.dk/nyheder/kultur/festivalgaester-soeger-om-asyl-og-brunch;https://www.dr.dk/nyheder/kultur/festivalgaester-soeger-om-asyl-og-brunch;33125;200;True;
309;data_gathering;requests;1566422733.183687;-0.8643209934234619;http://dr.dk/nyheder/indland/roede-kors-vil-hjaelpe-graekenland;https://www.dr.dk/nyheder/indland/roede-kors-vil-hjaelpe-graekenland;31032;200;True;
310;data_gathering;requests;1566422736.083812;-0.9083559513092041;http://dr.dk/nyheder/politik/borgmester-i-velhaverkommune-er-rystet-over-nyt-asylcenter;https://www.dr.dk/nyheder/politik/borgmester-i-velhaverkommune-er-rystet-over-nyt-asylcenter;33192;200;True;
311;data_gathering;requests;1566422739.017189;-0.8116419315338135;http://dr.dk/nyheder/politik/loekke-vil-rette-op-paa-graesk-asylkaos;https://www.dr.dk/nyheder/politik/loekke-vil-rette-op-paa-graesk-asylkaos;28283;200;True;
312;data_gathering;requests;1566422741.7762969;-0.7210240364074707;http://dr.dk/nyheder/udland/afrikanske-asylsoegere-protesterer-i-israel;https://www.dr.dk/nyheder/udland/afrikanske-asylsoegere-protesterer-i-israel;29760;200;True;
313;data_gathering;requests;1566422744.4552388;-0.7434451580047607;http://dr.dk/nyheder/indland/kirkeasyl-i-byretten;https://www.dr.dk/nyheder/indland/kirkeasyl-i-byretten;29334;200;True;
314;data_gathering;requests;1566422747.188457;-0.8882107734680176;http://dr.dk/nyheder/udland/baad-synker-paa-vej-til-australien-13-mennesker-druknet;https://www.dr.dk/nyheder/udland/baad-synker-paa-vej-til-australien-13-mennesker-druknet;29989;200;True;
315;data_gathering;requests;1566422750.233737;-0.9156050682067871;http://dr.dk/nyheder/udland/den-sigtede-tre-busdrab-er-nok-syg-til-retsmoede;https://www.dr.dk/nyheder/udland/den-sigtede-tre-busdrab-er-nok-syg-til-retsmoede;30604;200;True;
316;data_gathering;requests;1566422753.050422;-0.8639450073242188;http://dr.dk/nyheder/udland/drabssigtet-buskaprer-skulle-sendes-ud-af-norge-i-dag;https://www.dr.dk/nyheder/udland/drabssigtet-buskaprer-skulle-sendes-ud-af-norge-i-dag;29711;200;True;
317;data_gathering;requests;1566422756.146997;-0.9413361549377441;http://dr.dk/nyheder/indland/kommunen-truer-sultestrejkende-iranere;https://www.dr.dk/nyheder/indland/kommunen-truer-sultestrejkende-iranere;32143;200;True;
318;data_gathering;requests;1566422759.336864;-0.9300179481506348;http://dr.dk/nyheder/politik/fakta-saadan-faar-syriske-flygtninge-lettere-asyl;https://www.dr.dk/nyheder/politik/fakta-saadan-faar-syriske-flygtninge-lettere-asyl;28266;200;True;
319;data_gathering;requests;1566422762.7155352;-0.8318846225738525;http://dr.dk/nyheder/udland/danskere-skal-hjaelpe-torturofre-i-graekenland;https://www.dr.dk/nyheder/udland/danskere-skal-hjaelpe-torturofre-i-graekenland;32162;200;True;
320;data_gathering;requests;1566422824.591358;-3.62485408782959;http://dr.dk/nyheder/politik/birthe-roenn-aabner-doeren-til-asylkaos;;0;;False;('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))
321;data_gathering;requests;1566422828.719678;-0.7880580425262451;http://dr.dk/nyheder/politik/birthe-roenn-aabner-doeren-til-asylkaos;https://www.dr.dk/nyheder/politik/birthe-roenn-aabner-doeren-til-asylkaos;31244;200;True;
322;data_gathering;requests;1566422831.469855;-0.7758750915527344;http://dr.dk/nyheder/udland/106-reddet-fra-synkende-flygtningeskib;https://www.dr.dk/nyheder/udland/106-reddet-fra-synkende-flygtningeskib;28052;200;True;
323;data_gathering;requests;1566422834.4536262;-0.865149974822998;http://dr.dk/nyheder/udland/australsk-frygt-flere-ofre-fra-asylbaad;https://www.dr.dk/nyheder/udland/australsk-frygt-flere-ofre-fra-asylbaad;29929;200;True;
324;data_gathering;requests;1566422837.653294;-0.8402469158172607;http://dr.dk/nyheder/udland/tyske-dommere-italien-daarlig-til-flygtninge;https://www.dr.dk/nyheder/udland/tyske-dommere-italien-daarlig-til-flygtninge;32545;200;True;
325;data_gathering;requests;1566422840.8864279;-0.6789402961730957;http://dr.dk/nyheder/indland/amnesty-krise-er-ingen-undskyldning-overgreb-paa-flygtninge;https://www.dr.dk/nyheder/indland/amnesty-krise-er-ingen-undskyldning-overgreb-paa-flygtninge;34240;200;True;
